응답자 ID,Training 선호 스타일,Training 비선호 스타일,Validation 선호 스타일,Validation 비선호 스타일
63462,"W_13518_80_powersuit_W_124763.json, W_03556_10_sportivecasual_W_124749.json","W_05089_00_cityglam_W_124740.json, W_13709_50_feminine_W_124768.json, W_11897_00_oriental_W_124757.json, W_19537_60_popart_W_124728.json",W_13518_80_powersuit_W_124763.json,W_01925_10_sportivecasual_W_124766.json
63463,"W_08899_10_sportivecasual_W_124824.json, W_02142_70_hippie_W_124787.json","W_13957_80_powersuit_W_124821.json, W_18179_90_grunge_W_124781.json, W_13726_80_powersuit_W_124780.json, W_10510_60_space_W_124786.json",,"W_13957_80_powersuit_W_124821.json, W_10510_60_space_W_124786.json"
63464,"W_01154_10_athleisure_W_124858.json, W_05699_10_athleisure_W_124849.json, W_00191_10_sportivecasual_W_124866.json, W_13163_90_kitsch_W_124864.json","W_09901_70_military_W_124854.json, W_14108_60_minimal_W_124828.json, W_19374_90_kitsch_W_124872.json","W_00191_10_sportivecasual_W_124866.json, W_13163_90_kitsch_W_124864.json",
63465,"W_06038_90_hiphop_W_124889.json, W_05469_10_athleisure_W_124908.json, W_18353_80_powersuit_W_124913.json, W_02057_60_minimal_W_124911.json, W_18454_50_classic_W_124893.json, W_05040_10_sportivecasual_W_124899.json, W_08639_10_sportivecasual_W_124891.json","W_00351_70_hippie_W_124895.json, W_14542_90_lingerie_W_124897.json",W_18353_80_powersuit_W_124913.json,W_00351_70_hippie_W_124895.json
63466,"W_19073_60_minimal_W_124944.json, W_01266_10_athleisure_W_124941.json, W_13623_90_hiphop_W_124931.json","W_11509_80_bodyconscious_W_124930.json, W_03849_10_athleisure_W_124933.json, W_05039_70_hippie_W_124945.json",,W_11509_80_bodyconscious_W_124930.json
30699,W_06829_19_normcore_M_055433.json,"W_12092_80_bold_M_055414.json, W_66114_50_ivy_M_055420.json",,W_12092_80_bold_M_055414.json
63468,"W_07894_00_cityglam_W_124982.json, W_02567_10_sportivecasual_W_125008.json, W_01207_60_minimal_W_124986.json","W_05140_50_feminine_W_124985.json, W_03951_00_cityglam_W_125015.json, W_13863_60_minimal_W_125003.json, W_18199_19_normcore_W_125025.json, W_04012_80_bodyconscious_W_125021.json",,W_03951_00_cityglam_W_125015.json
63469,"W_05740_70_military_W_125045.json, W_02220_00_oriental_W_125032.json, W_13363_80_powersuit_W_125038.json, W_01326_10_sportivecasual_W_125074.json","W_14062_60_minimal_W_125028.json, W_02456_10_sportivecasual_W_125033.json, W_19870_00_oriental_W_125048.json, W_13238_80_powersuit_W_125071.json",W_14512_60_minimal_W_125053.json,
63471,"W_01998_90_lingerie_W_125121.json, W_18911_50_feminine_W_125076.json, W_08511_80_bodyconscious_W_125079.json, W_13042_70_military_W_125094.json, W_02043_70_disco_W_125111.json","W_01178_00_oriental_W_125089.json, W_08808_10_athleisure_W_125090.json",W_01998_90_lingerie_W_125121.json,"W_19940_00_oriental_W_125097.json, W_01178_00_oriental_W_125089.json"
63472,W_00588_50_feminine_W_125134.json,"W_08205_70_punk_W_125136.json, W_05407_19_normcore_W_125149.json",,W_08205_70_punk_W_125136.json
63473,"W_14489_19_normcore_W_125191.json, W_09020_00_ecology_W_125197.json, W_07628_50_feminine_W_125184.json, W_05254_90_hiphop_W_125180.json, W_05699_10_athleisure_W_125198.json, W_09426_90_kitsch_W_125163.json, W_11495_19_genderless_W_125200.json, W_05647_70_punk_W_125194.json, W_14824_50_feminine_W_125167.json, W_03601_10_sportivecasual_W_125182.json, W_08826_10_sportivecasual_W_125190.json, W_14283_70_punk_W_125186.json, W_08903_19_normcore_W_125166.json, W_09295_50_classic_W_125176.json, W_06458_60_minimal_W_125177.json, W_03933_70_punk_W_125169.json, W_09008_10_sportivecasual_W_125173.json, W_07584_00_cityglam_W_125172.json","W_00284_80_bodyconscious_W_125162.json, W_14838_19_normcore_W_125175.json, W_10901_00_ecology_W_125156.json, W_02337_19_normcore_W_125158.json, W_18546_50_classic_W_125159.json, W_13023_80_powersuit_W_125195.json, W_09404_10_sportivecasual_W_125157.json, W_05240_10_sportivecasual_W_125165.json, W_13519_00_oriental_W_125164.json, W_05021_90_hiphop_W_125196.json, W_07944_80_powersuit_W_125187.json, W_06374_00_ecology_W_125189.json, W_04179_00_cityglam_W_125181.json, W_15005_90_kitsch_W_125155.json, W_14831_60_space_W_125193.json, W_18562_80_powersuit_W_125170.json, W_18171_50_feminine_W_125192.json, W_09343_19_lounge_W_125199.json, W_09021_60_minimal_W_125152.json, W_18622_60_minimal_W_125160.json, W_02151_90_hiphop_W_125171.json, W_05003_70_hippie_W_125153.json, W_19502_19_lounge_W_125174.json, W_01205_70_hippie_W_125161.json, W_03890_80_bodyconscious_W_125154.json, W_13469_70_punk_W_125178.json, W_19846_60_popart_W_125168.json, W_11818_50_feminine_W_125151.json","W_11495_19_genderless_W_125200.json, W_09295_50_classic_W_125176.json","W_18546_50_classic_W_125159.json, W_13519_00_oriental_W_125164.json, W_09021_60_minimal_W_125152.json, W_18622_60_minimal_W_125160.json, W_13398_80_powersuit_W_125179.json, W_09307_60_popart_W_125185.json, W_19576_90_grunge_W_125188.json"
63474,,"W_18635_80_powersuit_W_125237.json, W_13211_80_powersuit_W_125212.json, W_19414_70_hippie_W_125203.json, W_03649_10_sportivecasual_W_125207.json, W_18670_00_ecology_W_125206.json","W_03732_10_sportivecasual_W_125240.json, W_19267_70_disco_W_125244.json",W_18670_00_ecology_W_125206.json
63475,W_09001_10_athleisure_W_125265.json,"W_03624_10_sportivecasual_W_125298.json, W_18990_50_feminine_W_125259.json, W_08501_70_hippie_W_125294.json, W_14441_10_sportivecasual_W_125290.json, W_05347_70_punk_W_125269.json",W_09001_10_athleisure_W_125265.json,W_03624_10_sportivecasual_W_125298.json
63476,W_01999_19_normcore_W_125316.json,"W_05128_50_classic_W_125342.json, W_10646_80_bodyconscious_W_125337.json, W_01997_90_grunge_W_125313.json, W_19522_00_ecology_W_125339.json",,
63477,"W_03268_80_powersuit_W_125395.json, W_01192_00_oriental_W_125389.json, W_08892_10_sportivecasual_W_125390.json, W_11899_00_oriental_W_125364.json",W_03529_90_grunge_W_125388.json,,
63478,"W_00490_60_mods_M_125435.json, W_10112_50_ivy_M_125409.json, W_02927_60_mods_M_125418.json, W_06812_50_ivy_M_125417.json","W_12613_70_hippie_M_125403.json, W_06583_50_ivy_M_125434.json","W_10783_50_ivy_M_125426.json, W_10112_50_ivy_M_125409.json",
63479,"W_00580_60_minimal_W_125477.json, W_09086_19_normcore_W_125458.json, W_03586_19_normcore_W_125474.json, W_01371_10_sportivecasual_W_125498.json, W_04994_60_popart_W_125468.json, W_19413_00_oriental_W_125464.json, W_03162_50_feminine_W_125484.json, W_01329_19_lounge_W_125475.json, W_03073_00_ecology_W_125481.json, W_00333_70_hippie_W_125494.json, W_14584_50_classic_W_125459.json, W_05625_50_feminine_W_125467.json, W_07080_19_normcore_W_125500.json, W_18120_50_classic_W_125476.json, W_04131_19_normcore_W_125466.json, W_14378_10_sportivecasual_W_125490.json, W_18202_60_minimal_W_125460.json, W_00974_10_sportivecasual_W_125465.json, W_07811_80_powersuit_W_125495.json, W_18792_90_hiphop_W_125463.json, W_05960_70_hippie_W_125478.json, W_02073_70_punk_W_125486.json, W_05770_10_sportivecasual_W_125473.json","W_03573_10_sportivecasual_W_125482.json, W_11753_19_genderless_W_125499.json, W_18878_19_genderless_W_125483.json, W_13650_90_hiphop_W_125488.json, W_19921_70_punk_W_125469.json, W_11363_19_lounge_W_125491.json, W_14180_50_feminine_W_125451.json, W_07648_70_hippie_W_125461.json, W_07675_80_bodyconscious_W_125479.json, W_13710_60_minimal_W_125485.json, W_14679_80_bodyconscious_W_125454.json, W_00153_60_minimal_W_125452.json, W_13136_00_oriental_W_125489.json, W_19379_90_grunge_W_125471.json, W_14711_50_feminine_W_125492.json, W_10256_90_lingerie_W_125480.json, W_14213_80_bodyconscious_W_125487.json, W_03717_10_athleisure_W_125457.json, W_13756_80_bodyconscious_W_125462.json, W_05737_90_kitsch_W_125496.json, W_00631_70_disco_W_125453.json","W_06438_00_ecology_W_125472.json, W_04994_60_popart_W_125468.json, W_18202_60_minimal_W_125460.json, W_00974_10_sportivecasual_W_125465.json, W_07871_00_cityglam_W_125456.json, W_09085_60_minimal_W_125493.json, W_07811_80_powersuit_W_125495.json","W_18878_19_genderless_W_125483.json, W_00624_80_bodyconscious_W_125470.json, W_18095_90_kitsch_W_125455.json, W_11936_00_oriental_W_125497.json, W_03717_10_athleisure_W_125457.json"
63480,W_13281_60_minimal_W_125535.json,"W_13859_10_athleisure_W_125523.json, W_14581_50_feminine_W_125501.json, W_07798_19_normcore_W_125549.json, W_08180_80_bodyconscious_W_125545.json, W_14031_80_bodyconscious_W_125512.json, W_10701_60_space_W_125518.json, W_04062_90_lingerie_W_125513.json, W_18247_50_classic_W_125509.json, W_19379_90_grunge_W_125521.json",W_03685_10_athleisure_W_125548.json,W_13859_10_athleisure_W_125523.json
63481,"W_01480_10_sportivecasual_M_125598.json, W_15895_19_normcore_M_125583.json, W_17948_19_normcore_M_125574.json, W_04377_10_sportivecasual_M_125557.json, W_16131_80_bold_M_125554.json, W_04695_10_sportivecasual_M_125573.json, W_12817_50_ivy_M_125584.json, W_15095_50_ivy_M_125576.json, W_16975_10_sportivecasual_M_125590.json, W_07061_90_hiphop_M_125563.json, W_10079_60_mods_M_125568.json, W_06617_90_hiphop_M_125580.json, W_17384_50_ivy_M_125592.json, W_03033_60_mods_M_125585.json, W_07292_19_normcore_M_125575.json, W_01636_90_hiphop_M_125571.json, W_05894_90_hiphop_M_125588.json, W_00073_50_ivy_M_125567.json, W_06228_10_sportivecasual_M_125582.json","W_12336_80_bold_M_125587.json, W_04709_90_hiphop_M_125555.json, W_16039_70_hippie_M_125561.json, W_15574_00_metrosexual_M_125572.json, W_12142_80_bold_M_125562.json, W_16460_19_normcore_M_125600.json, W_15184_60_mods_M_125577.json, W_02840_19_normcore_M_125591.json, W_16715_00_metrosexual_M_125597.json, W_17926_19_normcore_M_125599.json, W_15441_00_metrosexual_M_125589.json, W_04677_50_ivy_M_125551.json, W_00490_60_mods_M_125560.json, W_04727_00_metrosexual_M_125581.json, W_00103_70_hippie_M_125586.json, W_04750_19_normcore_M_125558.json, W_12360_80_bold_M_125595.json, W_02713_70_hippie_M_125578.json, W_15458_70_hippie_M_125594.json","W_12817_50_ivy_M_125584.json, W_07238_90_hiphop_M_125596.json, W_10079_60_mods_M_125568.json, W_02837_00_metrosexual_M_125564.json, W_00073_50_ivy_M_125567.json","W_17032_10_sportivecasual_M_125565.json, W_07077_19_normcore_M_125566.json, W_06626_00_metrosexual_M_125556.json, W_00946_50_ivy_M_125559.json, W_16460_19_normcore_M_125600.json, W_15184_60_mods_M_125577.json, W_17874_80_bold_M_125570.json, W_06867_60_mods_M_125552.json, W_16172_70_hippie_M_125553.json, W_00103_70_hippie_M_125586.json, W_10844_60_mods_M_125593.json, W_16347_70_hippie_M_125569.json"
63482,"W_01266_10_athleisure_W_125607.json, W_00729_10_sportivecasual_W_125640.json","W_10282_60_popart_W_125635.json, W_11988_00_oriental_W_125614.json",,W_14777_80_powersuit_W_125604.json
63483,"W_11540_19_genderless_W_125699.json, W_11920_00_oriental_W_125664.json, W_09343_19_lounge_W_125674.json","W_14897_10_sportivecasual_W_125657.json, W_18495_50_feminine_W_125692.json, W_06049_10_athleisure_W_125698.json, W_14736_80_bodyconscious_W_125662.json, W_07834_70_disco_W_125678.json, W_06055_90_lingerie_W_125655.json",,
63484,"W_05172_70_hippie_W_125711.json, W_14897_10_sportivecasual_W_125723.json, W_11853_70_hippie_W_125736.json, W_14865_60_minimal_W_125710.json","W_18247_50_classic_W_125709.json, W_03624_10_sportivecasual_W_125707.json",,W_03624_10_sportivecasual_W_125707.json
63486,"W_01378_10_sportivecasual_W_125782.json, W_00568_60_minimal_W_125760.json, W_05652_10_athleisure_W_125765.json, W_14975_60_minimal_W_125785.json","W_10577_70_disco_W_125778.json, W_01905_80_bodyconscious_W_125787.json",W_08837_10_sportivecasual_W_125757.json,
63487,"W_10446_60_minimal_W_125802.json, W_01208_10_athleisure_W_125814.json",,,
63488,"W_13807_80_powersuit_W_125862.json, W_09069_19_normcore_W_125858.json, W_08733_90_grunge_W_125847.json","W_14736_80_bodyconscious_W_125879.json, W_13118_60_minimal_W_125844.json, W_06116_10_athleisure_W_125890.json, W_02393_50_feminine_W_125851.json, W_08601_80_bodyconscious_W_125846.json, W_08899_10_sportivecasual_W_125849.json, W_05619_00_ecology_W_125873.json",W_08733_90_grunge_W_125847.json,W_05619_00_ecology_W_125873.json
63489,"W_03073_00_ecology_W_125913.json, W_14441_10_sportivecasual_W_125914.json",,,
63490,"W_18093_00_ecology_W_125963.json, W_04487_10_athleisure_W_125956.json, W_05021_90_hiphop_W_125971.json, W_01322_00_cityglam_W_125986.json, W_14376_70_disco_W_125952.json",W_05827_10_sportivecasual_W_125980.json,"W_15071_00_cityglam_W_125972.json, W_18093_00_ecology_W_125963.json",
63491,W_00034_60_mods_M_126005.json,"W_29178_90_hiphop_M_126017.json, W_24152_60_mods_M_125989.json, W_25748_90_hiphop_M_126008.json, W_12631_10_sportivecasual_M_126002.json, W_26210_80_bold_M_126007.json, W_25805_10_sportivecasual_M_125994.json, W_26196_50_ivy_M_126029.json",,W_24152_60_mods_M_125989.json
63493,"W_13068_80_powersuit_W_126041.json, T_11818_00_cityglam_W_126084.json","T_12732_19_normcore_W_126086.json, W_28338_80_powersuit_W_126066.json",,W_28338_80_powersuit_W_126066.json
63494,"W_18526_50_feminine_W_126121.json, W_03587_10_sportivecasual_W_126119.json",,W_03587_10_sportivecasual_W_126119.json,
30726,"W_04206_60_mods_M_055574.json, W_24517_70_hippie_M_055552.json, T_16427_10_sportivecasual_M_055556.json","T_07666_00_metrosexual_M_055578.json, T_03945_90_hiphop_M_055546.json, W_15647_70_hippie_M_055583.json",W_24517_70_hippie_M_055552.json,
63496,"W_09037_10_sportivecasual_W_126201.json, W_03992_70_punk_W_126222.json, W_05752_60_minimal_W_126196.json","W_13465_80_powersuit_W_126231.json, W_14467_70_military_W_126189.json","W_04845_19_lounge_W_126235.json, W_03992_70_punk_W_126222.json",
63497,"W_09642_19_normcore_W_126260.json, W_08094_10_sportivecasual_W_126250.json, W_06461_00_ecology_W_126257.json","W_11927_00_oriental_W_126281.json, W_11615_90_kitsch_W_126248.json, W_01166_10_sportivecasual_W_126258.json, W_12983_80_powersuit_W_126279.json, W_19968_70_hippie_W_126238.json",,
63498,"W_09611_10_sportivecasual_W_126299.json, W_02070_90_kitsch_W_126330.json","W_18923_19_normcore_W_126317.json, W_05030_10_sportivecasual_W_126332.json, W_05653_80_bodyconscious_W_126329.json, W_18797_70_disco_W_126312.json",W_01925_10_sportivecasual_W_126291.json,W_05653_80_bodyconscious_W_126329.json
63499,W_05786_10_sportivecasual_W_126349.json,,,
63500,"W_01355_10_sportivecasual_W_126424.json, W_06457_00_ecology_W_126415.json","W_08898_10_athleisure_W_126416.json, W_03151_80_bodyconscious_W_126388.json, W_05790_00_cityglam_W_126398.json",,
63501,W_01041_10_sportivecasual_W_126457.json,"W_01219_10_athleisure_W_126441.json, W_14784_60_minimal_W_126477.json, W_19559_00_oriental_W_126456.json","W_06502_80_bodyconscious_W_126471.json, W_04801_19_lounge_W_126442.json",W_19559_00_oriental_W_126456.json
63502,"W_14221_80_bodyconscious_W_126496.json, W_10963_00_oriental_W_126506.json, W_06099_10_sportivecasual_W_126499.json",W_19301_50_feminine_W_126501.json,W_14221_80_bodyconscious_W_126496.json,
63495,"W_07416_19_lounge_W_126169.json, W_03601_10_sportivecasual_W_126151.json","W_06322_19_lounge_W_126160.json, W_09539_60_minimal_W_126179.json, W_01275_10_athleisure_W_126184.json, W_03996_70_punk_W_126147.json, W_10258_70_military_W_126139.json",W_14417_10_sportivecasual_W_126159.json,
63503,W_10733_70_military_W_126578.json,"W_14814_19_normcore_W_126567.json, W_00163_60_minimal_W_126536.json",W_06000_80_powersuit_W_126563.json,
63505,"W_11117_19_normcore_M_126675.json, W_01474_10_sportivecasual_M_126657.json, W_17123_19_normcore_M_126659.json, W_12393_50_ivy_M_126643.json, W_12533_80_bold_M_126663.json, W_19586_70_hippie_M_126662.json, W_07058_19_normcore_M_126642.json, W_15848_60_mods_M_126669.json, W_17803_80_bold_M_126638.json, W_02845_60_mods_M_126636.json, W_06610_90_hiphop_M_126664.json, W_15236_60_mods_M_126661.json, W_15823_90_hiphop_M_126680.json, W_15520_70_hippie_M_126670.json, W_15218_60_mods_M_126652.json, W_01527_19_normcore_M_126658.json, W_09186_10_sportivecasual_M_126674.json, W_17511_80_bold_M_126654.json, W_17743_50_ivy_M_126651.json, W_17907_00_metrosexual_M_126673.json, W_01424_70_hippie_M_126637.json, W_06231_90_hiphop_M_126672.json, W_16219_70_hippie_M_126678.json, W_06970_10_sportivecasual_M_126641.json, W_17155_19_normcore_M_126683.json, W_16249_80_bold_M_126679.json, W_00475_50_ivy_M_126676.json, W_12683_10_sportivecasual_M_126649.json, W_06633_50_ivy_M_126668.json, W_16386_80_bold_M_126646.json, W_10111_60_mods_M_126677.json, W_15811_10_sportivecasual_M_126682.json, W_16836_19_normcore_M_126667.json, W_07078_10_sportivecasual_M_126684.json, W_12328_80_bold_M_126671.json","W_00507_90_hiphop_M_126647.json, W_16698_00_metrosexual_M_126648.json, W_04421_00_metrosexual_M_126665.json, W_16661_00_metrosexual_M_126656.json, W_17250_19_normcore_M_126650.json, W_15723_70_hippie_M_126645.json, W_06583_50_ivy_M_126660.json","W_12789_00_metrosexual_M_126640.json, W_12393_50_ivy_M_126643.json, W_07058_19_normcore_M_126642.json, W_17697_50_ivy_M_126635.json, W_02691_60_mods_M_126644.json, W_02845_60_mods_M_126636.json, W_12518_90_hiphop_M_126639.json, W_15520_70_hippie_M_126670.json, W_00511_90_hiphop_M_126655.json, W_16219_70_hippie_M_126678.json, W_09278_70_hippie_M_126653.json","W_16699_00_metrosexual_M_126681.json, W_16698_00_metrosexual_M_126648.json"
63506,W_14213_80_bodyconscious_W_126729.json,"W_11804_00_oriental_W_126690.json, W_00704_70_hippie_W_126703.json, W_11632_70_punk_W_126687.json, W_13863_60_minimal_W_126702.json, W_18622_60_minimal_W_126686.json, W_02383_60_minimal_W_126694.json, W_08886_10_athleisure_W_126699.json",,"W_07916_80_powersuit_W_126704.json, W_11632_70_punk_W_126687.json, W_18622_60_minimal_W_126686.json, W_08886_10_athleisure_W_126699.json"
63507,,"W_11422_00_ecology_W_126756.json, W_07569_00_cityglam_W_126781.json, W_05226_10_sportivecasual_W_126749.json, W_09901_70_military_W_126753.json",,"W_12002_60_minimal_W_126769.json, W_05979_00_ecology_W_126740.json"
63508,"W_15488_00_metrosexual_M_126798.json, W_15294_50_ivy_M_126793.json, W_15768_19_normcore_M_126825.json, W_15156_00_metrosexual_M_126815.json, W_17117_19_normcore_M_126833.json, W_10135_50_ivy_M_126810.json, W_10834_50_ivy_M_126818.json, W_16295_70_hippie_M_126820.json, W_16658_00_metrosexual_M_126806.json, W_12860_19_normcore_M_126792.json, W_04562_50_ivy_M_126826.json, W_12698_80_bold_M_126804.json, W_07366_70_hippie_M_126828.json, W_15177_60_mods_M_126827.json, W_06917_19_normcore_M_126834.json","W_04524_90_hiphop_M_126805.json, W_11071_00_metrosexual_M_126831.json, W_06217_10_sportivecasual_M_126824.json, W_01713_70_hippie_M_126787.json, W_06781_70_hippie_M_126803.json, W_11046_00_metrosexual_M_126823.json, W_02673_60_mods_M_126786.json, W_06506_19_normcore_M_126808.json, W_16245_80_bold_M_126829.json, W_10817_60_mods_M_126802.json, W_16409_10_sportivecasual_M_126832.json, W_17544_90_hiphop_M_126789.json, W_15738_00_metrosexual_M_126790.json, W_09778_10_sportivecasual_M_126799.json, W_16858_19_normcore_M_126809.json, W_15949_80_bold_M_126788.json, W_06688_60_mods_M_126811.json, W_11019_70_hippie_M_126795.json, W_09861_10_sportivecasual_M_126791.json, W_01775_10_sportivecasual_M_126816.json, W_12378_80_bold_M_126813.json, W_12214_70_hippie_M_126812.json, W_01640_19_normcore_M_126800.json, W_15334_90_hiphop_M_126822.json, W_00495_60_mods_M_126794.json, W_17523_19_normcore_M_126817.json, W_07043_10_sportivecasual_M_126807.json, W_16578_90_hiphop_M_126830.json, W_16180_50_ivy_M_126785.json, W_13458_80_bold_M_126796.json, W_17168_60_mods_M_126819.json, W_15878_80_bold_M_126821.json, W_16423_90_hiphop_M_126814.json, W_12807_50_ivy_M_126801.json","W_15294_50_ivy_M_126793.json, W_16295_70_hippie_M_126820.json, W_06917_19_normcore_M_126834.json","W_12378_80_bold_M_126813.json, W_12214_70_hippie_M_126812.json, W_06214_90_hiphop_M_126797.json, W_16578_90_hiphop_M_126830.json"
63509,"W_07975_80_powersuit_W_126838.json, W_05034_10_sportivecasual_W_126857.json","W_08910_10_sportivecasual_W_126841.json, W_08004_60_popart_W_126836.json, W_01395_10_athleisure_W_126849.json",W_06453_10_athleisure_W_126866.json,
63510,W_01212_10_sportivecasual_W_126931.json,W_12956_80_powersuit_W_126895.json,,
63504,W_05816_10_sportivecasual_W_126607.json,"W_14378_10_sportivecasual_W_126624.json, W_10321_00_cityglam_W_126623.json",,
63512,W_08595_80_bodyconscious_W_126977.json,"W_11610_90_grunge_W_126970.json, W_05816_10_sportivecasual_W_126947.json, W_13957_80_powersuit_W_126944.json, W_14897_10_sportivecasual_W_126955.json, W_09011_10_sportivecasual_W_126980.json, W_01275_10_athleisure_W_126939.json",,"W_11610_90_grunge_W_126970.json, W_13957_80_powersuit_W_126944.json"
63513,"W_08480_19_normcore_W_126997.json, W_08773_90_lingerie_W_127027.json, W_04825_50_classic_W_127007.json, W_05933_60_minimal_W_127008.json, W_08845_10_sportivecasual_W_127031.json, W_02274_10_sportivecasual_W_127013.json, W_12983_80_powersuit_W_127026.json, W_05202_10_sportivecasual_W_126988.json","W_19968_70_hippie_W_126992.json, W_19014_90_kitsch_W_126994.json, W_00399_60_space_W_126991.json, W_08259_19_normcore_W_127022.json",,
63514,"W_09083_00_ecology_W_127078.json, W_08983_19_normcore_W_127047.json, W_05469_10_athleisure_W_127071.json, W_14658_19_normcore_W_127039.json",,W_09083_00_ecology_W_127078.json,
63515,,"W_03437_19_genderless_W_127097.json, W_08791_80_bodyconscious_W_127101.json, W_14161_00_ecology_W_127127.json, W_13018_50_feminine_W_127114.json, W_19553_00_ecology_W_127087.json, W_08306_10_athleisure_W_127112.json, W_13983_90_kitsch_W_127118.json",,
63516,"W_19278_80_bodyconscious_W_127158.json, W_00625_80_bodyconscious_W_127174.json","W_09624_10_athleisure_W_127161.json, W_00974_10_sportivecasual_W_127177.json","W_19278_80_bodyconscious_W_127158.json, W_00625_80_bodyconscious_W_127174.json",W_00974_10_sportivecasual_W_127177.json
63517,"W_02390_60_minimal_W_127214.json, W_11415_00_ecology_W_127210.json, W_01041_10_sportivecasual_W_127202.json, W_09021_60_minimal_W_127206.json, W_03663_10_sportivecasual_W_127219.json","W_10194_60_minimal_W_127189.json, W_11256_80_bodyconscious_W_127191.json, W_08383_10_athleisure_W_127186.json, W_17097_70_hippie_W_127198.json","W_09021_60_minimal_W_127206.json, W_03663_10_sportivecasual_W_127219.json",W_11256_80_bodyconscious_W_127191.json
63519,,"W_03673_10_sportivecasual_W_127251.json, W_03582_19_normcore_W_127244.json, W_09626_10_athleisure_W_127235.json, W_18986_90_kitsch_W_127258.json, W_19543_00_oriental_W_127242.json",,"W_19545_00_oriental_W_127259.json, W_02333_90_hiphop_W_127266.json"
63520,"W_05140_50_feminine_W_127295.json, W_13634_10_sportivecasual_W_127293.json, W_07584_00_cityglam_W_127300.json, W_05690_70_punk_W_127297.json","W_09624_10_athleisure_W_127326.json, W_14959_19_normcore_W_127303.json, W_10561_50_classic_W_127312.json","W_08977_19_normcore_W_127294.json, W_13781_60_minimal_W_127305.json",
63521,"W_13010_50_classic_W_127354.json, W_12249_60_minimal_W_127330.json","W_06458_60_minimal_W_127338.json, W_03796_80_bodyconscious_W_127357.json, W_18858_50_classic_W_127345.json, W_02526_19_normcore_W_127361.json, W_19887_19_genderless_W_127369.json, W_05321_80_bodyconscious_W_127340.json, W_08346_10_athleisure_W_127343.json, W_13281_60_minimal_W_127346.json, W_19210_90_kitsch_W_127349.json",W_13010_50_classic_W_127354.json,W_05321_80_bodyconscious_W_127340.json
63522,W_06426_19_normcore_W_127402.json,"W_13726_80_powersuit_W_127397.json, W_14273_80_bodyconscious_W_127422.json, W_14804_50_feminine_W_127419.json",,
63523,W_19742_60_popart_W_127470.json,,W_11444_80_bodyconscious_W_127447.json,"W_10722_60_space_W_127454.json, W_18714_90_kitsch_W_127457.json"
63524,"W_19192_60_minimal_W_127520.json, W_13137_60_minimal_W_127479.json, W_07561_00_ecology_W_127499.json, W_01955_80_bodyconscious_W_127522.json",,,
63525,W_14799_80_powersuit_W_127563.json,"W_03951_00_cityglam_W_127557.json, W_02060_10_athleisure_W_127533.json, W_19838_60_popart_W_127536.json, W_10338_50_classic_W_127527.json",,W_03951_00_cityglam_W_127557.json
63526,"W_12027_90_kitsch_W_127622.json, W_12983_80_powersuit_W_127605.json, W_11845_70_hippie_W_127587.json, W_18670_00_ecology_W_127615.json, W_18057_50_classic_W_127593.json, W_05289_50_feminine_W_127577.json, W_05667_10_athleisure_W_127624.json, W_03388_00_cityglam_W_127590.json, W_03623_70_punk_W_127612.json, W_13465_80_powersuit_W_127621.json, W_18378_50_classic_W_127602.json, W_08767_60_minimal_W_127586.json, W_13068_80_powersuit_W_127588.json, W_08943_19_genderless_W_127625.json, W_13735_90_lingerie_W_127606.json, W_01993_00_oriental_W_127623.json, W_05529_10_sportivecasual_W_127583.json, W_00559_19_normcore_W_127592.json, W_04869_50_classic_W_127618.json, W_11964_70_hippie_W_127604.json, W_00432_90_hiphop_W_127589.json, W_05787_10_sportivecasual_W_127616.json, W_08173_19_normcore_W_127626.json, W_08713_00_cityglam_W_127582.json","W_11367_60_popart_W_127611.json, W_13211_80_powersuit_W_127613.json, W_02383_60_minimal_W_127603.json, W_18797_70_disco_W_127620.json, W_18508_50_feminine_W_127585.json, W_14983_00_ecology_W_127607.json, W_19492_00_ecology_W_127598.json, W_18663_19_normcore_W_127617.json, W_09352_70_military_W_127595.json, W_09327_19_lounge_W_127600.json, W_14488_60_minimal_W_127578.json, W_01300_90_kitsch_W_127614.json, W_19210_90_kitsch_W_127597.json, W_11341_19_normcore_W_127584.json, W_14461_80_powersuit_W_127596.json, W_16350_10_sportivecasual_W_127608.json, W_05704_19_lounge_W_127601.json, W_08892_10_sportivecasual_W_127599.json, W_00592_60_minimal_W_127594.json, W_19750_70_hippie_W_127579.json","W_12027_90_kitsch_W_127622.json, W_18670_00_ecology_W_127615.json, W_18057_50_classic_W_127593.json, W_05667_10_athleisure_W_127624.json, W_03623_70_punk_W_127612.json, W_03685_10_athleisure_W_127591.json, W_06502_80_bodyconscious_W_127580.json, W_05787_10_sportivecasual_W_127616.json","W_14488_60_minimal_W_127578.json, W_00598_19_normcore_W_127609.json, W_00299_50_feminine_W_127610.json"
63527,W_14023_90_lingerie_W_127672.json,"W_08156_60_space_W_127628.json, W_13344_80_powersuit_W_127638.json, W_11900_90_kitsch_W_127664.json",,
63528,W_08042_10_athleisure_W_127724.json,,W_05175_00_ecology_W_127682.json,
